step,anchor_base,anchor_bear,anchor_bull
173,82.16922840201292,70.98210891221629,97.71595359925938
174,82.22058828621408,70.9664153389937,97.87501754963036
175,82.27198027291587,70.9507252354939,98.03434042742697
176,82.32340438218395,70.93503860094977,98.19392265413634
177,82.3748606340965,70.91935543459432,98.35376465193175
178,82.42634904874434,70.90367573566078,98.51386684367368
179,82.47786964623076,70.88799950338253,98.67422965291095
180,82.52942244667162,70.87232673699312,98.83485350388183
181,82.58100747019543,70.85665743572626,98.9957388215152
182,82.6326247369432,70.84099159881586,99.15688603143163
183,82.68427426706857,70.82532922549598,99.31829555994453
184,82.73595608073776,70.80967031500082,99.47996783406127
185,82.78767019812963,70.79401486656481,99.64190328148429
186,82.8394166394356,70.77836287942247,99.80410233061228
187,82.89119542485973,70.76271435280859,99.9665654105413
188,82.9430065746187,70.74706928595803,100.12929295106586
189,82.99485010894189,70.7314276781059,100.29228538268013
190,83.04672604807125,70.71578952848743,100.45554313657901
191,83.09863441226142,70.70015483633802,100.61906664465936
192,83.15057522177965,70.68452360089327,100.78285633952103
193,83.20254849690592,70.66889582138892,100.94691265446812
194,83.25455425793287,70.65327149706089,101.11123602351003
195,83.3065925251658,70.63765062714526,101.27582688136269
196,83.35866331892272,70.62203321087831,101.44068566344963
197,83.41076665953435,70.60641924749645,101.60581280590317
198,83.46290256734407,70.59080873623628,101.77120874556562
199,83.51507106270807,70.57520167633456,101.93687391999033
200,83.56727216599515,70.55959806702822,102.10280876744297
201,83.6195058975869,70.54399790755437,102.26901372690259
202,83.6717722778777,70.52840119715027,102.43548923806281
203,83.72407132727454,70.51280793505337,102.602235741333
204,83.77640306619733,70.49721812050127,102.7692536778395
205,83.8287675150786,70.48163175273174,102.9365434894266
206,83.88116469436373,70.46604883098273,103.10410561865794
207,83.93359462451086,70.45046935449236,103.27194050881752
208,83.98605732599094,70.4348933224989,103.44004860391094
209,84.03855281928769,70.4193207342408,103.60843034866657
210,84.09108112489761,70.40375158895668,103.77708618853673
211,84.14364226333007,70.38818588588533,103.94601656969881
212,84.1962362551072,70.3726236242657,104.11522193905651
213,84.24886312076403,70.35706480333691,104.28470274424106
214,84.30152288084832,70.34150942233826,104.45445943361227
215,84.3542155559208,70.3259574805092,104.62449245625989
216,84.40694116655494,70.31040897708938,104.79480226200462
217,84.45969973333715,70.29486391131856,104.96538930139944
218,84.51249127686664,70.27932228243672,105.13625402573075
219,84.56531581775555,70.263784089684,105.30739688701955
220,84.61817337662887,70.24824933230069,105.47881833802263
221,84.67106397412454,70.23271800952725,105.65051883223379
222,84.72398763089328,70.21719012060433,105.82249882388508
223,84.77694436759883,70.20166566477273,105.99475876794793
224,84.82993420491782,70.18614464127342,106.16729912013436
225,84.88295716353977,70.17062704934753,106.34012033689822
226,84.93601326416717,70.15511288823637,106.51322287543643
227,84.98910252751541,70.13960215718143,106.68660719369005
228,85.04222497431289,70.12409485542433,106.8602737503457
229,85.09538062530088,70.1085909822069,107.03422300483656
230,85.1485695012337,70.09309053677111,107.20845541734373
231,85.20179162287859,70.07759351835911,107.38297144879739
232,85.25504701101579,70.0620999262132,107.55777156087805
233,85.30833568643853,70.04660975957584,107.73285621601775
234,85.36165766995302,70.03112301768974,107.90822587740126
235,85.41501298237847,70.01563969979766,108.08388100896734
236,85.46840164454716,70.0001598051426,108.25982207541
237,85.52182367730434,69.98468333296772,108.4360495421796
238,85.57527910150827,69.96921028251633,108.61256387548426
239,85.6287679380303,69.9537406530319,108.78936554229097
240,85.68229020775479,69.9382744437581,108.96645501032681
241,85.73584593157918,69.92281165393875,109.14383274808033
242,85.78943513041396,69.90735228281783,109.32149922480262
243,85.84305782518267,69.89189632963948,109.49945491050865
244,85.89671403682198,69.87644379364804,109.6777002759785
245,85.95040378628157,69.86099467408799,109.85623579275857
246,86.00412709452428,69.84554897020398,110.0350619331629
247,86.05788398252604,69.83010668124085,110.21417917027426
248,86.11167447127586,69.81466780644357,110.39358797794569
249,86.1654985817759,69.79923234505729,110.57328883080143
250,86.21935633504145,69.78380029632736,110.75328220423837
251,86.27324775210093,69.76837165949924,110.93356857442728
252,86.32717285399586,69.7529464338186,111.11414841831403
