data,preco_tecnico,preco_hibrido_base,preco_hibrido_bear,preco_hibrido_bull,ancora_dcf_base,ancora_dcf_bear,ancora_dcf_bull,intervalo_lo,intervalo_hi,previsao_media,previsao_std
2026-06-24,70.89611358642578,72.38871877730833,68.45772269578204,77.33594076436408,76.85506798887053,72.68153133547155,82.10753119851627,69.65475072528285,75.1226868293338,72.38871877730833,1.3948816591966728
2026-06-25,70.85746307373047,72.39462380501132,68.40541356014175,77.41975736328335,76.90310625658883,72.6654620336232,82.2411874520407,69.64017311811986,75.14907449190278,72.39462380501132,1.4053319831078877
2026-06-26,70.81956787109375,72.40175020974543,68.3542970383547,77.5049717524071,76.95117455063102,72.64939628456821,82.37506127384232,69.62679488578468,75.17670553370618,72.40175020974543,1.4157935326330364
2026-06-29,70.78253326416015,72.41016831932953,68.304436515927,77.59166331970457,76.9992728897651,72.6333340875211,82.50915301808303,69.6145807364467,75.20575590221236,72.41016831932953,1.4263201953483826
2026-06-30,70.74645690917968,72.41994126564319,68.25588837675875,77.67990404462358,77.04740129277072,72.61727544169652,82.64346303950127,69.60348940953341,75.23639312175297,72.41994126564319,1.43696523270907
2026-07-01,70.71142272949218,72.4311207429732,68.20869803790389,77.76975390589477,77.09555977843931,72.60122034630935,82.77799169341291,69.59350310543269,75.26873838051372,72.4311207429732,1.4477641007859754
2026-07-02,70.67750244140625,72.44374826970628,68.16290118266453,77.86126217673599,77.14374836557406,72.58516880057459,82.91273933571223,69.58459895043057,75.30289758898198,72.44374826970628,1.4587496526916854
2026-07-03,70.64473114013671,72.45783763318295,68.11850729760407,77.95444848375344,77.19196707298988,72.56912080370746,83.04770632287284,69.57675236508831,75.33892290127758,72.45783763318295,1.4699414633135932
2026-07-06,70.61310577392578,72.47337447262916,68.07549939128572,78.04930220875507,77.24021591951345,72.55307635492333,83.18289301194861,69.5699422433155,75.37680670194283,72.47337447262916,1.481342974139624
2026-07-07,70.58257904052735,72.49031255822732,68.03383061396951,78.14577832579765,77.28849492398325,72.53703545343775,83.31829976057463,69.56414689661466,75.41647821983997,72.49031255822732,1.4929416640880906
